index,cwe_sampled,ground_truth,roberta_label,roberta_confidence,codellama_agreement,deepseek_agreement,codellama_verdict,deepseek_verdict,llm_agreement,gemini_judge_verdict,final_verdict,correct,remediation_provided,latency_s,error
100,CWE-362,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,105.11,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
101,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,46.75,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
102,CWE-476,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,50.49,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
103,CWE-415,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,92.5,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
104,CWE-200,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,49.51,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
105,CWE-20,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,51.72,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
106,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,74.72,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
107,CWE-415,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,57.42,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
108,CWE-787,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,44.88,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
109,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,56.09,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
110,CWE-703,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,99.75,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
111,CWE-125,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,70.65,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
112,CWE-415,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,63.61,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
113,CWE-787,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,28.69,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
114,CWE-787,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,77.95,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
115,CWE-119,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,62.47,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
116,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,81.84,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
117,CWE-190,vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,False,True,45.14,
118,CWE-416,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,52.07,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
119,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,30.83,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
120,CWE-703,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,79.38,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
121,CWE-416,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,95.27,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
122,CWE-119,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,47.52,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
123,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,72.2,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
124,CWE-476,vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,False,False,22.79,
125,CWE-200,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,74.91,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
126,CWE-787,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,80.68,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
127,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,51.41,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
128,CWE-703,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,61.9,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
129,CWE-416,vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,False,False,23.03,
130,CWE-476,vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,False,True,100.12,
131,CWE-20,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,46.01,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
132,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,37.6,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
133,CWE-20,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,102.71,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
134,CWE-20,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,35.55,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
135,CWE-362,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,75.64,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
136,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,67.76,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
137,NONE,non-vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,True,False,26.02,
138,CWE-20,vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,False,False,25.8,
139,CWE-20,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,68.47,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
140,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,46.55,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
141,CWE-401,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,34.06,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
142,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,33.72,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
143,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,90.59,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
144,NONE,non-vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,True,False,23.58,
145,CWE-703,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,45.15,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
146,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,45.23,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
147,CWE-362,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,51.43,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
148,CWE-415,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,96.77,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
149,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,48.8,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
150,CWE-787,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,86.59,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
151,CWE-190,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,33.9,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
152,CWE-20,vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,False,False,33.88,
153,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,48.16,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
154,CWE-703,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,55.06,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
155,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,63.19,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
156,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,62.5,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
157,CWE-401,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,74.78,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
158,CWE-476,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,117.39,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
159,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,73.87,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
160,CWE-703,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,66.16,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
161,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,51.8,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
162,CWE-476,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,88.47,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
163,CWE-401,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,28.13,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
164,CWE-476,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,117.79,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
165,CWE-416,vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,False,False,19.15,
166,CWE-787,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,89.0,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
167,CWE-119,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,98.1,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
168,CWE-190,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,82.01,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
169,CWE-119,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,70.55,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
170,CWE-415,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,42.64,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
171,CWE-399,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,57.4,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
172,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,42.03,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
173,CWE-787,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,87.95,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
174,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,43.79,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
175,CWE-119,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,44.91,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
176,CWE-125,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,93.7,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
177,CWE-125,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,85.9,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
178,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,36.53,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
179,CWE-399,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,68.99,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
180,CWE-190,vulnerable,non-vulnerable,0.5808,agrees,agrees,non-vulnerable,non-vulnerable,True,,non-vulnerable,False,False,22.64,
181,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,40.38,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
182,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,39.73,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
183,CWE-190,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,76.57,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
184,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,87.12,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
185,NO_CWE,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,59.53,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
186,CWE-362,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,75.17,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
187,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,30.86,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
188,CWE-416,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,45.79,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
189,CWE-787,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,78.4,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
190,CWE-787,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,45.83,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
191,CWE-703,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,48.0,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
192,CWE-190,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,55.95,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
193,NONE,non-vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,70.03,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
194,CWE-125,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,24.41,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
195,CWE-787,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,58.39,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
196,CWE-703,vulnerable,non-vulnerable,0.5808,disagrees,agrees,vulnerable,non-vulnerable,False,,,,,67.82,404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-pro:generateContent?key=AIzaSyDPCDb-7_XKbvJSTESLn7RqFltcZpD1Ryo
